,VAR1,VAR2,VAR3,VAR4,VAR5,VAR6,VAR7,VAR8,VAR9,VAR10,VAR11,VAR12,VAR13,VAR14,VAR15,VAR16,VAR17,VAR18,VAR19,VAR20
18,19,942.3529412,4.166666667,1000.0,645.8441656,90.90909091,2.634575958,203.43292399999999,88.46266692984682,55.93967273,4.6152822669999995,10.00834028,6.666666667,4.0,6.666666667,2.68162791,910.2290966640599,1.0,1.0,103.6092943
19,20,849.4117646999999,0.132455556,428.57142860000005,622.0437703,12.36363636,0.718977045,197.18781289999998,61.62276855,58.63254762,3.811419289,51.33367062520887,6.666666667,1.0,6.666666667,1.075397276,1000.0,0.0,0.0,95.20309811
20,21,928.2352940999999,0.135388889,184.6598182090131,643.2549207000001,11.47376366715747,1.3590937159999998,198.8770591,78.56341995228377,58.63254762,1.967385339,111.4707456032715,3.333333333,1.0,3.333333333,1.770902594,810.405684928227,0.0,0.0,127.05851979999998
21,22,928.2352940999999,2.565950607476303,116.71096019626316,614.0729575,3.272727273,0.5852552560000001,196.9636654,10.92141118,58.63254762,3.462345103736139,120.21515662419114,11.756367109152833,1.0,11.790533670552795,0.996869638,863.8831772147648,0.0,0.0,105.3648881
22,23,898.8235294,0.166666667,464.2857143,611.5747476,2.272727273,2.363956626,215.67899730000002,79.48716852,50.10026239945179,24.15400351,15.01251043,18.66666667,1.0,18.66666667,2.059094315,1000.0,0.0,1.0,15.78313253
23,24,922.3529412,0.13888888900000002,678.5714286,829.8206086,22.72736364,1.563849276,217.5910037,11.36631003,58.63254762,8.570149519,180.1501251,13.33333333,2.0,13.33333333,1.907476519,931.43,0.0,0.0,117.4371773
24,25,936.4705882000001,1.4154,224.419071438969,670.2222829,22.72736364,6.02195593,207.2116567,78.88184571467798,58.14849557,22.64398849,165.83473822147204,23.33333333,2.0,23.33333333,6.041166969,707.37,4.0,1.0,187.8519793
25,26,858.8235294,0.055555556,321.04456964871497,611.5747476,13.63636364,3.351236529,205.5053378,22.08666116,54.4867807576537,7.784098701812654,102.41281649055173,11.835210533822895,1.0,12.418615600989172,3.5097066839999997,903.4239265401366,0.0,0.0,110.01204820000001
26,27,943.5294117999999,0.13888888900000002,135.0475762491326,611.5747476,15.24790731738221,0.5629927570000001,196.9180256,22.08666116,51.66136079589044,4.478478799950111,127.82179424379041,12.806497011863751,1.0,13.771476056275885,0.95931523,806.6233774950206,1.0,1.0,194.83821
27,28,921.1764706,6.666666667,170.17807334390636,611.5747476,13.63636364,2.871701292,201.59912480000003,22.08666116,51.409917893372814,0.44073866700000003,210.17514599999998,14.0,1.0,14.0,3.294741979,639.2266889602911,0.0,1.0,121.8364888
28,29,943.5294117999999,1.5555555559999998,71.42857143,622.7580448,18.18181818,1.144628298,198.03659040000002,80.01283442457031,58.63254762,1.819779464,500.4170142,16.66666667,1.0,16.66666667,1.409270674,441.6847876392226,1.0,0.0,99.78313253
29,30,940.0,0.833333333,35.71428571,633.7400146000001,9.090909091,1.59427493,198.8535786,76.05810986587494,58.63254762,6.053919802,121.10016197183512,5.0,2.0,5.333333333,1.753458441,766.94,0.0,0.0,109.4802065
30,31,835.2941176,0.38888888899999996,857.1428571,658.1951615,22.72736364,0.721486857,199.0613727,197.5777119412022,58.63254762,35.60350706,15.01251043,20.4,1.0,20.0,1.106348277,612.82,0.0,0.0,63.88640275
31,32,1000.0,0.833333333,-46.61445232828805,624.3248967999999,2.727272727,0.685021184,197.1874753,2.147492524,58.63254762,0.9833715688595266,180.1501251,13.00383610788986,1.0,13.070853103706982,1.112841145,818.4849160637182,0.0,0.0,107.8554217
32,33,952.9411765000001,0.111111111,189.09417783548474,643.4930122000001,9.090909091,0.861531512,198.028722,20.342617409165996,56.89704396,3.016565121,100.08340279999999,3.333333333,2.0,6.666666667,1.215047878,999.77,0.0,1.0,101.15834770000001
33,34,892.9411765000001,0.38888888899999996,357.14285710000007,624.8325919,8.181818182,1.13849161,198.1620155,74.2940658151698,58.63254762,4.703291403,80.06672227,4.5113333330000005,3.0,4.5113333330000005,1.308424627,857.3346314575115,0.0,1.0,98.25645439
34,35,935.2941176,0.13888888900000002,158.7438184901266,611.5747476,5.454545455,1.68843406,199.0988505,1.907931605,47.89968639,1.409532152,121.17798410876861,14.66666667,2.0,14.66666667,1.7735344819999999,771.6084540487493,1.0,0.0,101.42512909999999
35,36,932.9411765000001,0.833333333,357.14285710000007,689.5654655000001,6.818181817999999,2.150368389,199.16752309999998,197.6334803,58.63254762,6.697029314258982,350.2919099,10.127994509256935,1.0,12.256955441586838,2.19870807,426.1557346952659,1.0,0.0,88.03442341
36,37,981.1764706,0.38888888899999996,11.212359433888423,614.6489289,9.090909091,0.59578501,197.0247191,9.890443657999999,58.63254762,3.593128912,5.0041701419999995,10.33333333,1.0,10.33333333,0.996501174,968.9825932912795,0.0,0.0,146.94492250000002
37,38,951.7647059000001,0.161733333,67.04857781170267,611.5747476,27.27272727,1.393457735,198.2942888,4.82544137,51.41351090338465,0.55300229,0.834028357,28.66666667,1.0,28.66666667,1.3988405030000002,835.4978312683486,0.0,1.0,126.8846816
38,39,945.8823528999999,0.5555555560000001,118.29202385394797,617.2749378999999,6.3636363639999995,1.057905516,197.68091830000003,78.58625626945775,58.63254762,9.173046752000001,160.1334445,13.33333333,2.0,13.33333333,1.1865919059999999,748.0214552484138,0.0,0.0,124.25301200000001
39,40,868.2352940999999,4.166666667,350.0835273413593,611.5747476,7.818181817999999,2.062262071765666,200.3516689096894,12.44706772000768,47.89968639,7.530003399155111,8.34028357,10.705593145593152,1.0,11.9232959188092,2.0303877964287156,873.5728857427164,0.0,1.0,199.4320138
40,41,969.4117646999999,0.083333333,35.71428571,611.5747476,6.6363636360000005,0.563529806,196.922914,22.08666116,49.467158127920094,0.799705065,15.01251043,5.333333333,3.0,7.333333333,0.95931523,377.82,0.0,1.0,121.06884679999999
41,42,1000.0,0.38888888899999996,-39.03904260743343,617.0333451,11.36363636,0.892809285,197.9321502,76.1056199850915,58.63254762,0.5384495979999999,80.06672227,16.66666667,2.0,16.66666667,1.192479439,750.4851981981719,0.0,0.0,141.9432014
42,43,828.2352941,0.833333333,178.5714286,640.3242946,22.72736364,1.819108987,198.6952558,12.99190199,58.63254762,6.368060151319371,94.15631491602443,11.383653378419943,1.0,11.047060397119523,2.208935587,907.6007330840675,1.0,0.0,248.0929432
43,44,888.2352940999999,0.10389582453100132,142.8571429,611.5747476,3.3636363639999995,0.559827744,196.9112949,22.08666116,47.89968639,4.247664480746257,101.66820305607126,10.426446923027697,2.0,11.25927576352483,0.95931523,768.0228736711379,0.0,0.0,112.12908780000001
44,45,908.2352940999999,0.833333333,107.1428571,623.6333811000001,22.72736364,1.7640792969999999,199.82431680000002,49.691432266280344,55.59836775,4.105938053,123.51981628694335,22.0,2.0,22.0,2.016310346,732.8975420028842,0.0,1.0,96.34079174
45,46,935.2941176,0.38888888899999996,71.42857143,636.0631573,22.72727273,1.085445424,198.4578744,99.6787317,58.5874696,1.1635223609999998,30.02502085,13.33333333,2.0,13.33333333,1.4610241169999998,815.8755545731285,1.0,1.0,756.626506
46,47,818.8235294,0.166666667,321.42857139999995,611.5747476,22.72736364,1.836262354,204.0046843,58.14913523,50.449576127115066,65.00410247,5.0041701419999995,66.66666667,1.0,66.66666667,2.1699494319999997,920.7941881916986,2.0,1.0,431.172117
47,48,894.1176471000001,0.166666667,71.42857143,636.9034802,3.9090909089999997,0.651956826,198.49245290000002,1.501533618,58.11200385,0.07414943,40.03336113,1.333333333,3.0,1.333333333,1.039919428,958.60246971878,1.0,1.0,117.85197930000001
48,49,983.5294117999999,0.316022222,100.7393971459885,653.2635165,68.18181818,5.547451057999999,205.6289646,57.64950363935827,56.59330398,0.302834587,40.03336113,5.666666667,3.0,5.666666667,5.1079179560000005,818.1322147538754,0.0,1.0,191.8829604
49,50,812.9411765,0.333333333,250.0,612.6128965,13.63636364,1.0450234840000001,197.09560109999998,1.629869824,55.25491619,7.547086287185834,77.72762772918037,11.348588500147894,5.0,11.662156398257542,1.087348679,900.3276256170216,0.0,1.0,266.85542169999997
50,51,918.8235294,0.083333333,145.37482400630302,613.2011225,12.915876978515296,0.870890497,197.0960341,36.2507005,58.63254762,3.807316888386117,48.37364470000001,11.610316330334637,1.0,11.694609720565316,1.207810186,904.750425793543,0.0,0.0,132.8898451
51,52,1000.0,0.38888888899999996,14.282655661134186,611.5729968999999,27.27272727,0.559709593,196.9110233,22.08666116,47.89968639,2.0938625429671127,250.2085071,13.144457855897265,1.0,14.599952472574982,0.95931523,640.6685236343287,0.0,0.0,143.18760759999998
52,53,955.2941176,0.13888888900000002,71.42857143,624.9428843,12.72727273,1.006123186,197.8921695,77.45271485196679,58.63254762,0.05335987,70.05838198,0.666666667,2.0,0.666666667,1.2474306259999999,821.422300918774,0.0,0.0,115.60240959999999
53,54,914.1176471000001,1.9444444440000002,35.71428571,623.7366708,18.18181818,0.8626127720000001,197.37531940000002,72.20458016806094,58.63254762,2.499598069,45.03753128,14.33333333,1.0,14.33333333,1.230823414,784.5582601392612,0.0,0.0,116.0258176
54,55,929.4117646999999,0.055555556,107.1428571,611.5747476,5.454545455,0.6903916809999999,197.8170231,33.45724907,52.664206415218885,0.8211876109999999,56.8805383122463,3.4666666669999997,1.0,3.4666666669999997,1.027304789,1000.0,1.0,1.0,185.67986230000002
55,56,811.7647059,0.166666667,750.0,650.9876419999999,17.39222561168895,0.559709593,197.4070206,210.07353659999998,58.63254762,8.584009225,-42.26069484289684,10.0,1.0,10.0,0.95931523,1000.0,0.0,0.0,543.7487091
56,57,962.3529412,0.833333333,35.71428571,623.3567747999999,8.181818182,1.65308187,198.64027219999997,202.2193608,58.63254762,1.4753657580000001,130.1084237,6.666666667,1.0,6.666666667,1.039279879,821.04,1.0,1.0,153.5197935
57,58,955.2941176,0.13888888900000002,214.28571430000002,707.5886409,14.54545455,1.853823878,203.3521405,0.175392816,58.63254762,6.040496581100488,200.16680569999997,11.493186482295133,1.0,12.61519653751351,2.2073222390000002,902.3179639618616,0.0,0.0,355.58003439999993
58,59,968.2352940999999,0.222222222,39.650435053404635,625.06193,22.72727273,1.861346154,199.7387696,77.21395856087872,58.63254762,3.0505214019999998,138.99384937199085,16.66666667,1.0,16.66666667,2.363322129,729.1622925945276,1.0,0.0,132.130809
59,60,904.7058824,0.222222222,201.86100356451766,629.7922477000001,15.90909091,1.202389781,198.82079099999999,81.21758122294023,58.63254762,5.285284528510189,250.2085071,12.037876222036427,1.0,12.657708938401809,1.474949436,689.7875079981591,0.0,0.0,102.9208262
60,61,935.2941176,1.516666667,35.71428571,614.0274400000001,11.36363636,0.571922103,196.965816,254.9740975,58.63254762,3.1212395169124374,180.1501251,11.73696327682114,1.0,12.372360085404397,0.9772699690000001,406.89371071639107,0.0,0.0,325.1239243
61,62,858.8235294,0.222222222,286.30317218394885,621.4100268,3.6363636360000005,1.142931221,198.02467030000003,77.7191467634342,58.63254762,0.082465254,40.03336113,11.66666667,2.0,11.66666667,1.502007875,832.8295520846668,1.0,0.0,129.75731499999998
62,63,881.1764706,0.833333333,464.2857143,631.6041938999999,11.972635868450169,1.449292999,198.0029514,109.30394720000001,58.63254762,4.267403633,88.40700584,4.0,2.0,10.66666667,1.321660391,1000.0,1.0,0.0,92.56798623
63,64,943.5294117999999,0.027777778,34.96429771229509,614.2392714,16.7571072987001,0.634602961,197.0587178,254.26908680844656,58.63254762,2.492668215,88.40700584,5.8,1.0,5.8,1.037961303,82.57,0.0,0.0,121.52151459999999
64,65,920.0,0.088888889,107.1428571,613.5442544,7.272727272999999,0.597306651,196.9831457,234.59858569999997,58.63254762,2.199535423,300.2502085,18.66666667,1.0,18.66666667,0.9729299859999999,340.1625616861552,0.0,0.0,99.26333907
65,66,947.0588234999999,0.166666667,250.0,666.6649160000001,16.712825945867493,2.374425514,206.61221740000002,218.58920501875582,58.63254762,5.5722950010000005,18.34862385,6.666666667,2.0,6.666666667,2.21041734,368.36,0.0,0.0,106.72633390000001
66,67,929.4117646999999,1.6666666669999999,35.71428571,611.5747476,22.72736364,2.9992004660000005,198.63610309999999,16.52542554,51.71979944213932,5.7566290979999994,40.03336113,22.0,2.0,22.0,2.752575712,797.3299480786723,0.0,1.0,373.6127367
67,68,914.1176471000001,-2.291533810935718,215.39069395643787,625.6816682,5.0,1.415698752,198.3899945,269.24080580000003,58.63254762,5.152351699541525,300.2502085,11.131986609028296,1.0,12.448183456985392,1.437721189694118,365.59167070114654,0.0,0.0,138.2134251
68,69,983.5294117999999,0.166666667,30.493303177375992,627.1662386,18.18181818,0.905687736,198.0095647,77.58949489805502,58.63254762,2.674923356,15.01251043,12.66666667,1.0,12.66666667,1.274352207,834.2949221569972,0.0,0.0,108.3493976
69,70,907.0588234999999,0.11471111099999999,35.71428571,618.1240142000001,18.18181818,0.7514255870000001,197.30944330000003,73.4313567800275,58.63254762,2.67630507522672,15.01251043,11.815208467142138,1.0,11.455614320421873,1.0905069440000001,837.5951418658917,0.0,0.0,107.31497420000001
70,71,875.2941176,0.033333333,607.1428571,654.8828887999999,3.6363636360000005,0.575523916,197.45602209999998,78.95607755801359,58.63254762,5.067801684,10.00834028,1.333333333,1.0,3.0,0.9707191999999999,1000.0,1.0,0.0,136.2977625
71,72,874.1176471000001,1.9444444440000002,642.8571429,639.9251412000001,3.1818181819999998,0.626941052,197.7433593,71.89663553037656,58.63254762,11.36981023,10.84236864,9.0,2.0,8.333333332999999,0.994390399,1000.0,0.0,0.0,92.24956971
72,73,967.0588234999999,0.027777778,66.85942985227234,641.8316238,6.3636363639999995,1.8361907469999998,199.4483717,75.60146917778866,58.63254762,0.573791849,80.06672227,13.33333333,1.0,13.33333333,2.096904016,780.1175947779946,0.0,0.0,107.03442340000002
73,74,947.0588234999999,0.833333333,108.7148002104052,626.0790709,27.27272727,2.764853468,201.4723051,76.14728439463045,58.63254762,4.267172923239913,160.1334445,12.93028924597532,2.0,13.543218792010633,3.603449266,721.0021570071915,1.0,0.0,145.6110155
74,75,900.0,0.13888888900000002,35.71428571,626.2296287,2.727272727,0.754311334,197.34139409999997,65.66963694,58.63254762,0.071377489,180.1501251,1.6666666669999999,1.0,1.6666666669999999,1.102366231,756.0345420273256,0.0,0.0,107.6884682
75,76,960.0,0.133333333,85.76394512826778,611.5747476,9.090909091,0.744615797,197.1184063,22.08666116,52.28190331616909,0.262641438,410.3419516,6.8,1.0,6.8,1.0410537709999999,601.0348251021983,1.0,1.0,100.3958692
76,77,883.5294117999999,0.25,750.0,650.1490698,34.09090909,2.1279877380000003,204.99789740000003,18.00556979,58.63254762,16.84231535,156.61933170559763,5.629333333,2.0,16.66666667,1.937487936,935.32,1.0,0.0,94.16351119
77,78,976.4705882000001,0.111111111,35.71428571,635.7848002999999,6.590909091,1.5036137840000001,198.6876369,75.73351183170178,58.63254762,0.115728549,30.02502085,13.33333333,1.0,13.33333333,1.675362433,816.0370014898051,1.0,0.0,165.5679862
78,79,854.1176471000001,0.166666667,250.0,643.3652131,18.18181818,1.093673025,197.9776139,53.32369386,58.63254762,4.791993525,160.1334445,6.666666667,2.0,6.666666667,1.574345313,809.0538784761825,0.0,0.0,126.0172117
79,80,848.2352940999999,0.041666667000000004,71.42857143,684.9787031000001,11.36363636,2.188183847,200.9869874,1.907931605,53.32944088,29.20378758,0.834028357,5.0,2.0,12.86666667,2.107652646,1000.0,0.0,1.0,353.3924269
80,81,964.7058824,0.027777778,69.2605641629159,645.4064973999999,2.727272727,0.984941947,197.95151299999998,32.83267953,58.63254762,0.109491681,5.0041701419999995,13.0,1.0,13.0,1.364315398,909.202361354982,0.0,0.0,106.9741824
81,82,847.0588234999999,0.38888888899999996,327.9850666266723,636.4675627,118.18181820000001,0.7820768020000001,197.4018313,7.327997399,58.63254762,7.966651979095888,94.72357297585035,14.058482002855829,1.0,14.76286184741352,1.077126426,940.6702062197048,0.0,0.0,179.24268500000002
82,83,982.3529412,0.38888888899999996,35.71428571,613.2011225,16.36363636,1.395219258,198.10735490000002,25.21289141435659,51.11417832,1.496155317,210.17514599999998,16.66666667,3.0,16.66666667,1.67834173,663.7061945002388,0.0,1.0,126.3476764
83,84,881.1764706,0.027777778,750.0,611.5747476,3.9090909089999997,4.599339978,205.74216130000002,22.08666116,49.40183721246342,11.939377827795843,80.06672227,9.444810015586075,1.0,12.200074203398797,5.37337543,951.049685255728,0.0,1.0,114.4509466
84,85,967.0588234999999,0.13888888900000002,185.2776581663793,652.6542824,4.545454545,0.893604118,197.72324780000002,19.90285474262123,51.08734617,12.24574368,111.63731327783893,13.86666667,2.0,19.0,1.296346894,845.91,0.0,1.0,155.6506024
85,86,950.5882353000001,0.055555556,137.54563716711095,661.3638791000001,4.545454545,1.075126909,197.9550509,79.126394896345,58.63254762,0.039500164,390.3252711,0.666666667,1.0,0.666666667,1.149524398,597.7225965632169,0.0,0.0,109.53012050000001
86,87,881.1764706,0.833333333,250.0,622.2048322,14.54545455,1.721104582,198.02549240000002,78.2022146746259,58.63254762,0.234922025,160.1334445,28.26666667,1.0,28.26666667,1.6952831919999998,675.2158371986864,0.0,0.0,93.07056799
87,88,932.4285462467363,1.3555555559999999,71.42857143,611.5747476,2.1818181819999998,0.7068791059999999,197.1905654,6.25852901,51.46947952822122,2.9325622200713166,10.00834028,11.82997503918235,1.0,12.114410444180917,1.043111908,879.7514758409463,0.0,1.0,98.8777969
88,89,875.2941176,0.083333333,535.7142857,672.8395386,13.63636364,1.532367424,206.7235204,121.78635781711512,58.63254762,9.229871548,131.0045847660047,15.33333333,2.0,15.33333333,1.569036795,740.97,1.0,0.0,134.63166950000002
89,90,932.9411765000001,1.111111111,642.8571429,611.5747476,6.3636363639999995,0.764386386,205.30528,64.19804843,50.53883652028295,6.540395501,77.61823848344949,1.466666667,1.0,7.8,1.15670682,1000.0,0.0,1.0,86.74870912
90,91,885.8823528999999,-10.049499874511163,107.1428571,620.1022743,12.26984111781498,0.559709593,197.37606069999998,210.07353659999998,58.63254762,5.611795165,8.34028357,8.666666667000001,1.0,8.666666667000001,0.95931523,822.18,0.0,0.0,107.232358
91,92,915.2941176,2.222222222,205.55948805453613,611.5747476,22.72727273,5.5131693870000005,206.685749,4.675715795,47.89968639,1.989560869,400.3336113,13.33333333,2.0,13.33333333,5.072490114,554.0345633859761,0.0,1.0,132.7280551
92,93,874.1176471000001,1.9444444440000002,71.42857143,616.9895782000001,27.27272727,0.612816645,197.02481459999998,35.604741600000004,58.63254762,6.473868909,200.16680569999997,20.0,1.0,20.0,1.01390848,1000.0,1.0,0.0,98.2444062
93,94,967.0588234999999,0.083333333,131.04771429622156,611.2718812,8.181818182,0.617009213,196.8935395,107.58424199999999,47.89968639,0.069298533,124.64993733741409,3.333333333,1.0,3.333333333,0.9675504070000001,628.416535335361,1.0,0.0,137.8846816
94,95,988.2352940999999,0.611111111,31.88703063031039,628.7278387,22.72727273,2.74703774,200.9445698,78.86979289745057,58.63254762,0.020096574,126.20080961788796,3.133333333,2.0,3.133333333,2.517669192,760.4771400392929,0.0,0.0,183.59896730000003
95,96,952.9411765000001,0.016666667,35.71428571,646.7755235000001,1.8181818180000002,1.463188265,199.19888669999997,466.472166,58.63254762,0.6770466629999999,240.2001668,14.66666667,1.0,14.66666667,1.229333765,-25.11682261681551,0.0,0.0,112.75559380000001
96,97,792.9411765,33.33333333,392.85714289999993,611.5747476,15.45454545,3.796164285,202.74182340000002,4.675715795,54.60371466893742,24.95717351,230.19182650000002,15.33333333,2.0,15.33333333,2.615609635,966.21,2.0,1.0,102.84681579999999
97,98,943.5294117999999,0.111111111,35.71428571,617.0666077999999,0.018181818,0.815363141,197.41787639999998,84.29122052,58.63254762,0.138597065,250.2085071,11.0,3.0,11.0,1.156409416,631.1845858891747,1.0,1.0,110.49569709999999
98,99,901.1764706,0.007777778000000001,71.42857143,617.0193397,3.1818181819999998,0.8655056790000001,197.4337894,65.66963694,53.29187587,0.079693312,30.02502085,3.333333333,4.0,3.333333333,1.116549475,782.2848612978642,0.0,1.0,105.777969
99,100,863.5294117999999,0.833333333,107.1428571,611.5747476,8.181818182,2.6695486330000002,201.5074928,22.08666116,51.99070892787835,0.846828068,15.01251043,4.666666667,2.0,4.666666667,3.3567229380000003,896.07,1.0,1.0,106.5490534
100,101,943.5294117999999,0.055555556,107.1428571,615.6748231,4.545454545,0.628706155,197.01442849999998,64.00160452909108,58.63254762,4.340860078,200.16680569999997,8.333333332999999,1.0,8.333333332999999,0.989202948,793.26,1.0,0.0,100.1187608
101,102,835.2941176,0.027777778,535.7142857,619.5490617,22.72736364,0.716474394,199.0121583,48.44636781243241,58.48980056,17.45006348,54.23575997388724,16.66666667,6.0,16.66666667,1.061000849,998.41,0.0,1.0,81.45783133
102,103,904.7058824,0.083333333,35.71428571,622.1978295,31.81818182,0.8846568709999999,197.57941409999998,100.55997359999999,58.63254762,2.9160822489999996,40.03336113,10.0,1.0,10.0,1.3990773730000001,773.395356523064,0.0,0.0,105.6987952
103,104,851.7647059000001,0.7419361195394032,379.8267122569789,663.2160908,12.810000168718776,1.398398592,199.0763975,79.8853763912025,58.63254762,7.356361323284434,92.02452787508224,9.579004481717336,1.0,10.354004573910565,1.460100325,835.5319931229192,0.0,0.0,106.05679860000001
104,105,849.4117646999999,0.166666667,571.4285714,611.5747476,5.181818182,0.803490763,198.4772225,2.315598568683299,47.89968639,18.23452287,67.58840191544056,17.0,2.0,17.0,1.117373255,982.9,0.0,1.0,136.1583477
105,106,967.0588234999999,0.13888888900000002,27.793550779683756,620.5154331,7.727272727000001,0.942758485,197.69103280000002,76.62910314030023,58.63254762,2.05608746,80.06672227,20.0,1.0,20.0,1.2279520240000001,758.931762095784,1.0,0.0,101.28055079999999
106,107,851.7647059000001,0.027777778,71.42857143,623.7489255,6.6363636360000005,1.097443113,198.1405242,71.70646129890906,58.63254762,1.0235393259999999,99.97618398926062,6.666666667,1.0,6.666666667,1.3217709309999999,797.359519722902,0.0,0.0,171.5679862
107,108,961.1764706,0.166666667,125.26176942727398,611.1003153,14.982441124187718,0.5653772570000001,196.8764301,52.249947600000006,47.89968639,3.1159343956465904,121.22619305752147,11.353906579946965,1.0,12.764996004690401,0.95931523,705.9484945434856,0.0,0.0,107.9173838
108,109,785.8823529,0.13888888900000002,321.42857139999995,630.170393,2.272727273,0.7125789929999999,197.26215200000001,52.92157374,58.63254762,1.1101624909999999,40.03336113,3.2,1.0,1.333333333,1.075868384,280.27,0.0,0.0,177.5576592
109,110,854.1176471000001,0.333333333,214.28571430000002,712.0318482000001,14.106939880497148,2.370000225,203.43958869999997,73.99978327484234,58.63254762,6.680767567998956,250.2085071,10.860865236800912,2.0,11.429716239157257,2.129386776,690.4870983757755,0.0,0.0,94.86230637
110,111,936.4705882000001,0.027777778,35.71428571,619.6015819,12.330364523270493,0.822441456,197.44973180000002,75.22014494006123,58.63254762,0.601511262,48.37364470000001,8.333333332999999,1.0,8.333333332999999,1.211863293,818.7230409765966,0.0,0.0,106.76592079999999
111,112,874.1176471000001,0.083333333,250.0,671.6385771,9.86808477732598,1.3717394459999999,200.47882040000002,39.30705684751911,58.63254762,6.242411811,88.40700584,6.333333333,1.0,3.126666667,1.503955472,1000.0,0.0,0.0,129.2375215
