,VAR1,VAR2,VAR3,VAR4,VAR5,VAR6,VAR7,VAR8,VAR10,VAR11,VAR12,VAR13,VAR14,VAR15,VAR16,VAR18,VAR19,VAR20
14,15,778.8235294,0.9853444440000001,607.1428571,800.1712158,13.63636364,5.806641973,207.269701,58.63254762,11.85559295,114.77574647334387,8.666666667000001,2.0,8.666666667000001,5.218049304,0.0,0,359.50430289999997
15,16,907.0588234999999,0.12222222199999999,607.1428571,649.3525137,11.81818182,0.6372846289999999,200.0262609,58.63254762,20.63225209,160.1334445,4.333333333,1.0,4.333333333,1.020725069,1.0,0,85.47504303
16,17,942.3529412,1.2222834896497847,244.7456332862211,611.5747476,15.18507733677913,1.205902086,198.15446269999998,56.43255420644463,5.326531577616553,114.77574647334387,11.900944540521248,1.0,12.720950050031147,1.401825064,1.0,1,179.7091222
17,18,937.6470588,2.222222222,178.5714286,622.045521,9.090909091,3.165721669,199.6548593,58.63254762,2.971521075,114.77574647334387,60.0,1.0,60.0,3.0794561839999997,0.0,0,200.5576592
18,19,942.3529412,4.166666667,1000.0,645.8441656,90.90909091,2.634575958,203.43292399999999,55.93967273,4.6152822669999995,10.00834028,6.666666667,4.0,6.666666667,2.68162791,1.0,1,103.6092943
19,20,849.4117646999999,0.132455556,428.57142860000005,622.0437703,12.36363636,0.718977045,197.18781289999998,58.63254762,3.811419289,114.77574647334387,6.666666667,1.0,6.666666667,1.075397276,0.0,0,95.20309811
20,21,928.2352940999999,0.135388889,244.7456332862211,643.2549207000001,15.18507733677913,1.3590937159999998,198.8770591,58.63254762,1.967385339,114.77574647334387,3.333333333,1.0,3.333333333,1.770902594,0.0,0,127.05851979999998
21,22,928.2352940999999,1.2222834896497847,244.7456332862211,614.0729575,3.272727273,0.5852552560000001,196.9636654,58.63254762,5.326531577616553,114.77574647334387,11.900944540521248,1.0,12.720950050031147,0.996869638,0.0,0,105.3648881
22,23,898.8235294,0.166666667,464.2857143,611.5747476,2.272727273,2.363956626,215.67899730000002,56.43255420644463,24.15400351,15.01251043,18.66666667,1.0,18.66666667,2.059094315,0.0,1,15.78313253
23,24,922.3529412,0.13888888900000002,678.5714286,829.8206086,22.72736364,1.563849276,217.5910037,58.63254762,8.570149519,180.1501251,13.33333333,2.0,13.33333333,1.907476519,0.0,0,117.4371773
24,25,936.4705882000001,1.4154,244.7456332862211,670.2222829,22.72736364,6.02195593,207.2116567,58.14849557,22.64398849,114.77574647334387,23.33333333,2.0,23.33333333,6.041166969,4.0,1,187.8519793
25,26,858.8235294,0.055555556,244.7456332862211,611.5747476,13.63636364,3.351236529,205.5053378,56.43255420644463,5.326531577616553,114.77574647334387,11.900944540521248,1.0,12.720950050031147,3.5097066839999997,0.0,0,110.01204820000001
26,27,943.5294117999999,0.13888888900000002,244.7456332862211,611.5747476,15.18507733677913,0.5629927570000001,196.9180256,56.43255420644463,5.326531577616553,114.77574647334387,11.900944540521248,1.0,12.720950050031147,0.95931523,1.0,1,194.83821
27,28,921.1764706,6.666666667,244.7456332862211,611.5747476,13.63636364,2.871701292,201.59912480000003,56.43255420644463,0.44073866700000003,210.17514599999998,14.0,1.0,14.0,3.294741979,0.0,1,121.8364888
28,29,943.5294117999999,1.5555555559999998,71.42857143,622.7580448,18.18181818,1.144628298,198.03659040000002,58.63254762,1.819779464,500.4170142,16.66666667,1.0,16.66666667,1.409270674,1.0,0,99.78313253
29,30,940.0,0.833333333,35.71428571,633.7400146000001,9.090909091,1.59427493,198.8535786,58.63254762,6.053919802,114.77574647334387,5.0,2.0,5.333333333,1.753458441,0.0,0,109.4802065
30,31,835.2941176,0.38888888899999996,857.1428571,658.1951615,22.72736364,0.721486857,199.0613727,58.63254762,35.60350706,15.01251043,20.4,1.0,20.0,1.106348277,0.0,0,63.88640275
31,32,1000.0,0.833333333,244.7456332862211,624.3248967999999,2.727272727,0.685021184,197.1874753,58.63254762,5.326531577616553,180.1501251,11.900944540521248,1.0,12.720950050031147,1.112841145,0.0,0,107.8554217
32,33,952.9411765000001,0.111111111,244.7456332862211,643.4930122000001,9.090909091,0.861531512,198.028722,56.89704396,3.016565121,100.08340279999999,3.333333333,2.0,6.666666667,1.215047878,0.0,1,101.15834770000001
33,34,892.9411765000001,0.38888888899999996,357.14285710000007,624.8325919,8.181818182,1.13849161,198.1620155,58.63254762,4.703291403,80.06672227,4.5113333330000005,3.0,4.5113333330000005,1.308424627,0.0,1,98.25645439
34,35,935.2941176,0.13888888900000002,244.7456332862211,611.5747476,5.454545455,1.68843406,199.0988505,47.89968639,1.409532152,114.77574647334387,14.66666667,2.0,14.66666667,1.7735344819999999,1.0,0,101.42512909999999
35,36,932.9411765000001,0.833333333,357.14285710000007,689.5654655000001,6.818181817999999,2.150368389,199.16752309999998,58.63254762,5.326531577616553,350.2919099,11.900944540521248,1.0,12.720950050031147,2.19870807,1.0,0,88.03442341
36,37,981.1764706,0.38888888899999996,244.7456332862211,614.6489289,9.090909091,0.59578501,197.0247191,58.63254762,3.593128912,5.0041701419999995,10.33333333,1.0,10.33333333,0.996501174,0.0,0,146.94492250000002
37,38,951.7647059000001,0.161733333,244.7456332862211,611.5747476,27.27272727,1.393457735,198.2942888,56.43255420644463,0.55300229,0.834028357,28.66666667,1.0,28.66666667,1.3988405030000002,0.0,1,126.8846816
38,39,945.8823528999999,0.5555555560000001,244.7456332862211,617.2749378999999,6.3636363639999995,1.057905516,197.68091830000003,58.63254762,9.173046752000001,160.1334445,13.33333333,2.0,13.33333333,1.1865919059999999,0.0,0,124.25301200000001
39,40,868.2352940999999,4.166666667,244.7456332862211,611.5747476,7.818181817999999,1.9478098649330609,199.91348698742976,47.89968639,5.326531577616553,8.34028357,11.900944540521248,1.0,12.720950050031147,1.992516622766861,0.0,1,199.4320138
40,41,969.4117646999999,0.083333333,35.71428571,611.5747476,6.6363636360000005,0.563529806,196.922914,56.43255420644463,0.799705065,15.01251043,5.333333333,3.0,7.333333333,0.95931523,0.0,1,121.06884679999999
41,42,1000.0,0.38888888899999996,244.7456332862211,617.0333451,11.36363636,0.892809285,197.9321502,58.63254762,0.5384495979999999,80.06672227,16.66666667,2.0,16.66666667,1.192479439,0.0,0,141.9432014
42,43,828.2352941,0.833333333,178.5714286,640.3242946,22.72736364,1.819108987,198.6952558,58.63254762,5.326531577616553,114.77574647334387,11.900944540521248,1.0,12.720950050031147,2.208935587,1.0,0,248.0929432
43,44,888.2352940999999,1.2222834896497847,142.8571429,611.5747476,3.3636363639999995,0.559827744,196.9112949,47.89968639,5.326531577616553,114.77574647334387,11.900944540521248,2.0,12.720950050031147,0.95931523,0.0,0,112.12908780000001
44,45,908.2352940999999,0.833333333,107.1428571,623.6333811000001,22.72736364,1.7640792969999999,199.82431680000002,55.59836775,4.105938053,114.77574647334387,22.0,2.0,22.0,2.016310346,0.0,1,96.34079174
45,46,935.2941176,0.38888888899999996,71.42857143,636.0631573,22.72727273,1.085445424,198.4578744,58.5874696,1.1635223609999998,30.02502085,13.33333333,2.0,13.33333333,1.4610241169999998,1.0,1,756.626506
46,47,818.8235294,0.166666667,321.42857139999995,611.5747476,22.72736364,1.836262354,204.0046843,56.43255420644463,65.00410247,5.0041701419999995,66.66666667,1.0,66.66666667,2.1699494319999997,2.0,1,431.172117
47,48,894.1176471000001,0.166666667,71.42857143,636.9034802,3.9090909089999997,0.651956826,198.49245290000002,58.11200385,0.07414943,40.03336113,1.333333333,3.0,1.333333333,1.039919428,1.0,1,117.85197930000001
48,49,983.5294117999999,0.316022222,244.7456332862211,653.2635165,68.18181818,5.547451057999999,205.6289646,56.59330398,0.302834587,40.03336113,5.666666667,3.0,5.666666667,5.1079179560000005,0.0,1,191.8829604
49,50,812.9411765,0.333333333,250.0,612.6128965,13.63636364,1.0450234840000001,197.09560109999998,55.25491619,5.326531577616553,114.77574647334387,11.900944540521248,5.0,12.720950050031147,1.087348679,0.0,1,266.85542169999997
50,51,918.8235294,0.083333333,244.7456332862211,613.2011225,15.18507733677913,0.870890497,197.0960341,58.63254762,5.326531577616553,48.37364470000001,11.900944540521248,1.0,12.720950050031147,1.207810186,0.0,0,132.8898451
51,52,1000.0,0.38888888899999996,244.7456332862211,611.5729968999999,27.27272727,0.559709593,196.9110233,47.89968639,5.326531577616553,250.2085071,11.900944540521248,1.0,12.720950050031147,0.95931523,0.0,0,143.18760759999998
52,53,955.2941176,0.13888888900000002,71.42857143,624.9428843,12.72727273,1.006123186,197.8921695,58.63254762,0.05335987,70.05838198,0.666666667,2.0,0.666666667,1.2474306259999999,0.0,0,115.60240959999999
53,54,914.1176471000001,1.9444444440000002,35.71428571,623.7366708,18.18181818,0.8626127720000001,197.37531940000002,58.63254762,2.499598069,45.03753128,14.33333333,1.0,14.33333333,1.230823414,0.0,0,116.0258176
54,55,929.4117646999999,0.055555556,107.1428571,611.5747476,5.454545455,0.6903916809999999,197.8170231,56.43255420644463,0.8211876109999999,114.77574647334387,3.4666666669999997,1.0,3.4666666669999997,1.027304789,1.0,1,185.67986230000002
55,56,811.7647059,0.166666667,750.0,650.9876419999999,15.18507733677913,0.559709593,197.4070206,58.63254762,8.584009225,114.77574647334387,10.0,1.0,10.0,0.95931523,0.0,0,543.7487091
56,57,962.3529412,0.833333333,35.71428571,623.3567747999999,8.181818182,1.65308187,198.64027219999997,58.63254762,1.4753657580000001,130.1084237,6.666666667,1.0,6.666666667,1.039279879,1.0,1,153.5197935
57,58,955.2941176,0.13888888900000002,214.28571430000002,707.5886409,14.54545455,1.853823878,203.3521405,58.63254762,5.326531577616553,200.16680569999997,11.900944540521248,1.0,12.720950050031147,2.2073222390000002,0.0,0,355.58003439999993
58,59,968.2352940999999,0.222222222,244.7456332862211,625.06193,22.72727273,1.861346154,199.7387696,58.63254762,3.0505214019999998,114.77574647334387,16.66666667,1.0,16.66666667,2.363322129,1.0,0,132.130809
59,60,904.7058824,0.222222222,244.7456332862211,629.7922477000001,15.90909091,1.202389781,198.82079099999999,58.63254762,5.326531577616553,250.2085071,11.900944540521248,1.0,12.720950050031147,1.474949436,0.0,0,102.9208262
60,61,935.2941176,1.516666667,35.71428571,614.0274400000001,11.36363636,0.571922103,196.965816,58.63254762,5.326531577616553,180.1501251,11.900944540521248,1.0,12.720950050031147,0.9772699690000001,0.0,0,325.1239243
61,62,858.8235294,0.222222222,244.7456332862211,621.4100268,3.6363636360000005,1.142931221,198.02467030000003,58.63254762,0.082465254,40.03336113,11.66666667,2.0,11.66666667,1.502007875,1.0,0,129.75731499999998
62,63,881.1764706,0.833333333,464.2857143,631.6041938999999,15.18507733677913,1.449292999,198.0029514,58.63254762,4.267403633,88.40700584,4.0,2.0,10.66666667,1.321660391,1.0,0,92.56798623
63,64,943.5294117999999,0.027777778,244.7456332862211,614.2392714,15.18507733677913,0.634602961,197.0587178,58.63254762,2.492668215,88.40700584,5.8,1.0,5.8,1.037961303,0.0,0,121.52151459999999
64,65,920.0,0.088888889,107.1428571,613.5442544,7.272727272999999,0.597306651,196.9831457,58.63254762,2.199535423,300.2502085,18.66666667,1.0,18.66666667,0.9729299859999999,0.0,0,99.26333907
65,66,947.0588234999999,0.166666667,250.0,666.6649160000001,15.18507733677913,2.374425514,206.61221740000002,58.63254762,5.5722950010000005,18.34862385,6.666666667,2.0,6.666666667,2.21041734,0.0,0,106.72633390000001
66,67,929.4117646999999,1.6666666669999999,35.71428571,611.5747476,22.72736364,2.9992004660000005,198.63610309999999,56.43255420644463,5.7566290979999994,40.03336113,22.0,2.0,22.0,2.752575712,0.0,1,373.6127367
67,68,914.1176471000001,1.2222834896497847,244.7456332862211,625.6816682,5.0,1.415698752,198.3899945,58.63254762,5.326531577616553,300.2502085,11.900944540521248,1.0,12.720950050031147,1.992516622766861,0.0,0,138.2134251
68,69,983.5294117999999,0.166666667,244.7456332862211,627.1662386,18.18181818,0.905687736,198.0095647,58.63254762,2.674923356,15.01251043,12.66666667,1.0,12.66666667,1.274352207,0.0,0,108.3493976
69,70,907.0588234999999,0.11471111099999999,35.71428571,618.1240142000001,18.18181818,0.7514255870000001,197.30944330000003,58.63254762,5.326531577616553,15.01251043,11.900944540521248,1.0,12.720950050031147,1.0905069440000001,0.0,0,107.31497420000001
70,71,875.2941176,0.033333333,607.1428571,654.8828887999999,3.6363636360000005,0.575523916,197.45602209999998,58.63254762,5.067801684,10.00834028,1.333333333,1.0,3.0,0.9707191999999999,1.0,0,136.2977625
71,72,874.1176471000001,1.9444444440000002,642.8571429,639.9251412000001,3.1818181819999998,0.626941052,197.7433593,58.63254762,11.36981023,10.84236864,9.0,2.0,8.333333332999999,0.994390399,0.0,0,92.24956971
72,73,967.0588234999999,0.027777778,244.7456332862211,641.8316238,6.3636363639999995,1.8361907469999998,199.4483717,58.63254762,0.573791849,80.06672227,13.33333333,1.0,13.33333333,2.096904016,0.0,0,107.03442340000002
73,74,947.0588234999999,0.833333333,244.7456332862211,626.0790709,27.27272727,2.764853468,201.4723051,58.63254762,5.326531577616553,160.1334445,11.900944540521248,2.0,12.720950050031147,3.603449266,1.0,0,145.6110155
74,75,900.0,0.13888888900000002,35.71428571,626.2296287,2.727272727,0.754311334,197.34139409999997,58.63254762,0.071377489,180.1501251,1.6666666669999999,1.0,1.6666666669999999,1.102366231,0.0,0,107.6884682
75,76,960.0,0.133333333,244.7456332862211,611.5747476,9.090909091,0.744615797,197.1184063,56.43255420644463,0.262641438,410.3419516,6.8,1.0,6.8,1.0410537709999999,1.0,1,100.3958692
76,77,883.5294117999999,0.25,750.0,650.1490698,34.09090909,2.1279877380000003,204.99789740000003,58.63254762,16.84231535,114.77574647334387,5.629333333,2.0,16.66666667,1.937487936,1.0,0,94.16351119
77,78,976.4705882000001,0.111111111,35.71428571,635.7848002999999,6.590909091,1.5036137840000001,198.6876369,58.63254762,0.115728549,30.02502085,13.33333333,1.0,13.33333333,1.675362433,1.0,0,165.5679862
78,79,854.1176471000001,0.166666667,250.0,643.3652131,18.18181818,1.093673025,197.9776139,58.63254762,4.791993525,160.1334445,6.666666667,2.0,6.666666667,1.574345313,0.0,0,126.0172117
79,80,848.2352940999999,0.041666667000000004,71.42857143,684.9787031000001,11.36363636,2.188183847,200.9869874,53.32944088,29.20378758,0.834028357,5.0,2.0,12.86666667,2.107652646,0.0,1,353.3924269
80,81,964.7058824,0.027777778,244.7456332862211,645.4064973999999,2.727272727,0.984941947,197.95151299999998,58.63254762,0.109491681,5.0041701419999995,13.0,1.0,13.0,1.364315398,0.0,0,106.9741824
81,82,847.0588234999999,0.38888888899999996,244.7456332862211,636.4675627,118.18181820000001,0.7820768020000001,197.4018313,58.63254762,5.326531577616553,114.77574647334387,11.900944540521248,1.0,12.720950050031147,1.077126426,0.0,0,179.24268500000002
82,83,982.3529412,0.38888888899999996,35.71428571,613.2011225,16.36363636,1.395219258,198.10735490000002,51.11417832,1.496155317,210.17514599999998,16.66666667,3.0,16.66666667,1.67834173,0.0,1,126.3476764
83,84,881.1764706,0.027777778,750.0,611.5747476,3.9090909089999997,4.599339978,205.74216130000002,56.43255420644463,5.326531577616553,80.06672227,11.900944540521248,1.0,12.720950050031147,5.37337543,0.0,1,114.4509466
84,85,967.0588234999999,0.13888888900000002,244.7456332862211,652.6542824,4.545454545,0.893604118,197.72324780000002,51.08734617,12.24574368,114.77574647334387,13.86666667,2.0,19.0,1.296346894,0.0,1,155.6506024
85,86,950.5882353000001,0.055555556,244.7456332862211,661.3638791000001,4.545454545,1.075126909,197.9550509,58.63254762,0.039500164,390.3252711,0.666666667,1.0,0.666666667,1.149524398,0.0,0,109.53012050000001
86,87,881.1764706,0.833333333,250.0,622.2048322,14.54545455,1.721104582,198.02549240000002,58.63254762,0.234922025,160.1334445,28.26666667,1.0,28.26666667,1.6952831919999998,0.0,0,93.07056799
87,88,917.904763054341,1.3555555559999999,71.42857143,611.5747476,2.1818181819999998,0.7068791059999999,197.1905654,56.43255420644463,5.326531577616553,10.00834028,11.900944540521248,1.0,12.720950050031147,1.043111908,0.0,1,98.8777969
88,89,875.2941176,0.083333333,535.7142857,672.8395386,13.63636364,1.532367424,206.7235204,58.63254762,9.229871548,114.77574647334387,15.33333333,2.0,15.33333333,1.569036795,1.0,0,134.63166950000002
89,90,932.9411765000001,1.111111111,642.8571429,611.5747476,6.3636363639999995,0.764386386,205.30528,56.43255420644463,6.540395501,114.77574647334387,1.466666667,1.0,7.8,1.15670682,0.0,1,86.74870912
90,91,885.8823528999999,1.2222834896497847,107.1428571,620.1022743,15.18507733677913,0.559709593,197.37606069999998,58.63254762,5.611795165,8.34028357,8.666666667000001,1.0,8.666666667000001,0.95931523,0.0,0,107.232358
91,92,915.2941176,2.222222222,244.7456332862211,611.5747476,22.72727273,5.5131693870000005,206.685749,47.89968639,1.989560869,400.3336113,13.33333333,2.0,13.33333333,5.072490114,0.0,1,132.7280551
92,93,874.1176471000001,1.9444444440000002,71.42857143,616.9895782000001,27.27272727,0.612816645,197.02481459999998,58.63254762,6.473868909,200.16680569999997,20.0,1.0,20.0,1.01390848,1.0,0,98.2444062
93,94,967.0588234999999,0.083333333,244.7456332862211,611.2718812,8.181818182,0.617009213,196.8935395,47.89968639,0.069298533,114.77574647334387,3.333333333,1.0,3.333333333,0.9675504070000001,1.0,0,137.8846816
94,95,988.2352940999999,0.611111111,244.7456332862211,628.7278387,22.72727273,2.74703774,200.9445698,58.63254762,0.020096574,114.77574647334387,3.133333333,2.0,3.133333333,2.517669192,0.0,0,183.59896730000003
95,96,952.9411765000001,0.016666667,35.71428571,646.7755235000001,1.8181818180000002,1.463188265,199.19888669999997,58.63254762,0.6770466629999999,240.2001668,14.66666667,1.0,14.66666667,1.229333765,0.0,0,112.75559380000001
96,97,792.9411765,33.33333333,392.85714289999993,611.5747476,15.45454545,3.796164285,202.74182340000002,56.43255420644463,24.95717351,230.19182650000002,15.33333333,2.0,15.33333333,2.615609635,2.0,1,102.84681579999999
97,98,943.5294117999999,0.111111111,35.71428571,617.0666077999999,0.018181818,0.815363141,197.41787639999998,58.63254762,0.138597065,250.2085071,11.0,3.0,11.0,1.156409416,1.0,1,110.49569709999999
98,99,901.1764706,0.007777778000000001,71.42857143,617.0193397,3.1818181819999998,0.8655056790000001,197.4337894,53.29187587,0.079693312,30.02502085,3.333333333,4.0,3.333333333,1.116549475,0.0,1,105.777969
99,100,863.5294117999999,0.833333333,107.1428571,611.5747476,8.181818182,2.6695486330000002,201.5074928,56.43255420644463,0.846828068,15.01251043,4.666666667,2.0,4.666666667,3.3567229380000003,1.0,1,106.5490534
100,101,943.5294117999999,0.055555556,107.1428571,615.6748231,4.545454545,0.628706155,197.01442849999998,58.63254762,4.340860078,200.16680569999997,8.333333332999999,1.0,8.333333332999999,0.989202948,1.0,0,100.1187608
101,102,835.2941176,0.027777778,535.7142857,619.5490617,22.72736364,0.716474394,199.0121583,58.48980056,17.45006348,114.77574647334387,16.66666667,6.0,16.66666667,1.061000849,0.0,1,81.45783133
102,103,904.7058824,0.083333333,35.71428571,622.1978295,31.81818182,0.8846568709999999,197.57941409999998,58.63254762,2.9160822489999996,40.03336113,10.0,1.0,10.0,1.3990773730000001,0.0,0,105.6987952
103,104,851.7647059000001,1.2222834896497847,244.7456332862211,663.2160908,15.18507733677913,1.398398592,199.0763975,58.63254762,5.326531577616553,114.77574647334387,11.900944540521248,1.0,12.720950050031147,1.460100325,0.0,0,106.05679860000001
104,105,849.4117646999999,0.166666667,571.4285714,611.5747476,5.181818182,0.803490763,198.4772225,47.89968639,18.23452287,114.77574647334387,17.0,2.0,17.0,1.117373255,0.0,1,136.1583477
105,106,967.0588234999999,0.13888888900000002,244.7456332862211,620.5154331,7.727272727000001,0.942758485,197.69103280000002,58.63254762,2.05608746,80.06672227,20.0,1.0,20.0,1.2279520240000001,1.0,0,101.28055079999999
106,107,851.7647059000001,0.027777778,71.42857143,623.7489255,6.6363636360000005,1.097443113,198.1405242,58.63254762,1.0235393259999999,114.77574647334387,6.666666667,1.0,6.666666667,1.3217709309999999,0.0,0,171.5679862
107,108,961.1764706,0.166666667,244.7456332862211,611.1003153,15.18507733677913,0.5653772570000001,196.8764301,47.89968639,5.326531577616553,114.77574647334387,11.900944540521248,1.0,12.720950050031147,0.95931523,0.0,0,107.9173838
108,109,785.8823529,0.13888888900000002,321.42857139999995,630.170393,2.272727273,0.7125789929999999,197.26215200000001,58.63254762,1.1101624909999999,40.03336113,3.2,1.0,1.333333333,1.075868384,0.0,0,177.5576592
109,110,854.1176471000001,0.333333333,214.28571430000002,712.0318482000001,15.18507733677913,2.370000225,203.43958869999997,58.63254762,5.326531577616553,250.2085071,11.900944540521248,2.0,12.720950050031147,2.129386776,0.0,0,94.86230637
110,111,936.4705882000001,0.027777778,35.71428571,619.6015819,15.18507733677913,0.822441456,197.44973180000002,58.63254762,0.601511262,48.37364470000001,8.333333332999999,1.0,8.333333332999999,1.211863293,0.0,0,106.76592079999999
111,112,874.1176471000001,0.083333333,250.0,671.6385771,15.18507733677913,1.3717394459999999,200.47882040000002,58.63254762,6.242411811,88.40700584,6.333333333,1.0,3.126666667,1.503955472,0.0,0,129.2375215
112,113,971.7647059000001,1.2222834896497847,244.7456332862211,611.5747476,9.090909091,0.7426072309999999,197.3218625,56.43255420644463,5.326531577616553,114.77574647334387,11.900944540521248,1.0,12.720950050031147,1.11145414,1.0,1,137.7091222
113,114,929.4117646999999,1.2222834896497847,244.7456332862211,613.1573557,22.72727273,0.641437813,197.04403059999999,58.63254762,5.326531577616553,114.77574647334387,11.900944540521248,1.0,12.720950050031147,0.9607101309999999,0.0,0,121.1239243
114,115,937.6470588,0.8888888890000001,142.8571429,611.5747476,18.18181818,0.62422,197.1155804,56.43255420644463,1.836411112,440.3669725,21.36666667,1.0,21.36666667,1.054157941,0.0,0,166.211704
115,116,922.3529412,22.22222222,214.28571430000002,611.5747476,22.72736364,31.86632593,256.9272735,56.43255420644463,5.366478358999999,210.17514599999998,22.8,1.0,22.8,24.50576317,0.0,1,96.68502582
116,117,971.7647059000001,2.222222222,35.71428571,657.1955274000001,15.18507733677913,52.13209241,276.0202386,50.110655799999996,24.70631282,62.55212677,19.29666667,2.0,19.29666667,37.24543216,0.0,1,493.88984510000006
117,118,967.0588234999999,4.166666667,35.71428571,622.0700304,7.454545455,1.04054091,197.9849979,58.63254762,2.40743102,114.77574647334387,8.0,2.0,20.66666667,1.28513242,1.0,0,142.81067130000002
118,119,971.7647059000001,0.13888888900000002,35.71428571,616.8407711,8.636363636,1.563691741,198.1503744,56.68560659,1.514865921,114.77574647334387,6.666666667,4.0,7.006,1.4121183769999999,0.0,1,100.6798623
119,120,871.7647059000001,0.163522222,321.42857139999995,611.5747476,18.18181818,6.004759599,211.66314739999999,56.43255420644463,5.326531577616553,114.77574647334387,11.900944540521248,2.0,12.720950050031147,4.596657948,0.0,1,156.58347680000003
120,121,895.2941176,0.833333333,357.14285710000007,676.8625844,6.6363636360000005,2.257030035,205.53365530000002,58.63254762,6.27221018,15.01251043,10.0,2.0,10.0,3.2921653610000003,1.0,0,1000.0
121,122,825.8823529,8.333333332999999,678.5714286,611.5747476,7.272727272999999,0.6143633479999999,197.3848393,56.43255420644463,0.41994910700000004,114.77574647334387,4.666666667,2.0,4.666666667,1.0396641340000001,0.0,0,214.87263340000004
122,123,914.1176471000001,2.222222222,71.42857143,613.8103566000001,27.27272727,6.840111729,208.4911573,48.17552092,5.326531577616553,300.2502085,11.900944540521248,3.0,12.720950050031147,4.177192924,3.0,1,286.3373494
123,124,942.3529412,0.027777778,142.8571429,640.6061529,4.545454545,0.7148560840000001,199.4064899,58.63254762,0.16285155099999998,15.01251043,5.333333333,1.0,5.333333333,1.073362827,0.0,0,102.4595525
124,125,924.7058824,0.833333333,244.7456332862211,661.1958145,22.72736364,4.0569520269999995,204.19287340000002,58.63254762,0.44212463799999996,5.0041701419999995,19.33333333,1.0,19.33333333,3.707077219,0.0,0,133.12048190000002
125,126,848.2352940999999,1.2222834896497847,750.0,613.4129538999999,15.18507733677913,0.564929716,196.97295780000002,58.63254762,0.196807832,114.77574647334387,2.4,1.0,2.4,0.966774,0.0,0,102.41480209999999
126,127,847.0588234999999,0.833333333,678.5714286,735.7079458,18.18181818,1.318439055,201.5953227,58.63254762,12.67192966,5.0041701419999995,13.33333333,1.0,13.33333333,1.71510394,0.0,0,156.9328744
127,128,1000.0,1.2222834896497847,244.7456332862211,620.19506,10.0,0.741919807,197.3810959,58.63254762,0.186413053,250.2085071,8.666666667000001,1.0,8.666666667000001,1.137388763,1.0,0,105.0430293
